id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
124437,23,1262,3,3,3,3,2,3,2,2,5,2,4,4,5,2,0,0,neutral or dissatisfied
101803,26,1521,3,4,4,4,3,3,3,3,4,5,3,2,4,3,30,23,neutral or dissatisfied
71276,47,733,3,1,3,3,2,3,2,2,4,2,4,3,3,2,0,0,neutral or dissatisfied
120016,7,328,3,2,3,4,4,3,4,4,4,1,3,4,3,4,0,0,neutral or dissatisfied
16551,39,2619,5,5,5,5,4,4,2,4,4,4,4,3,4,3,4,48,satisfied
4959,46,531,3,2,2,2,3,3,3,3,4,4,3,2,4,3,98,90,neutral or dissatisfied
93326,56,1653,2,2,4,2,3,5,4,5,5,5,5,5,5,3,11,3,satisfied
45057,58,342,4,5,5,5,3,1,4,4,4,4,4,5,4,5,24,18,satisfied
54186,10,1400,0,1,0,3,4,0,4,4,4,3,3,1,4,4,0,0,satisfied
123604,59,1773,2,3,2,4,2,3,4,2,2,2,2,2,2,1,23,3,neutral or dissatisfied
6020,48,691,2,4,4,4,4,3,3,2,2,2,2,4,2,1,0,7,neutral or dissatisfied
7131,50,1526,2,2,2,2,3,5,5,3,3,4,5,3,3,5,0,22,satisfied
36456,34,3835,3,2,2,2,1,4,3,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
62361,65,1589,2,4,2,1,5,5,5,1,1,2,1,5,1,4,0,4,neutral or dissatisfied
12328,30,262,3,3,5,5,3,2,3,3,3,2,4,3,4,3,6,0,neutral or dissatisfied
64490,25,247,3,5,3,2,5,3,5,5,5,4,5,3,4,5,46,54,neutral or dissatisfied
607,27,89,4,4,4,3,3,4,3,3,4,3,4,5,4,3,3,21,satisfied
125815,62,920,2,2,2,1,1,2,1,1,4,2,5,3,5,1,0,0,neutral or dissatisfied
15334,8,646,4,3,4,4,1,4,1,1,2,2,2,1,5,1,0,0,neutral or dissatisfied
14084,42,425,2,1,2,3,1,2,1,1,1,2,3,3,4,1,0,0,neutral or dissatisfied
74201,22,641,1,5,4,5,1,1,3,1,3,2,3,2,4,1,9,0,neutral or dissatisfied
92110,44,1576,1,5,2,1,5,2,3,5,4,5,4,5,5,5,11,4,neutral or dissatisfied
47496,18,599,4,4,4,5,5,4,5,5,1,3,4,3,4,5,59,59,neutral or dissatisfied
105497,58,516,2,5,2,1,2,2,2,4,2,5,4,2,5,2,181,185,neutral or dissatisfied
26943,60,2402,2,2,2,2,5,3,4,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
54176,80,3201,2,2,2,2,1,1,1,5,5,5,5,3,5,1,0,0,satisfied
120507,33,449,4,2,2,2,4,4,4,4,2,3,4,2,5,4,0,0,satisfied
117615,50,2146,1,2,2,2,1,4,4,1,1,1,1,3,1,1,6,0,neutral or dissatisfied
41855,24,483,3,4,3,4,5,3,3,5,1,1,3,2,3,5,0,0,neutral or dissatisfied
118416,46,2937,2,2,2,2,5,4,5,5,5,5,5,3,5,5,4,2,satisfied
117264,49,621,2,4,2,1,2,4,5,4,4,2,4,3,4,5,0,0,neutral or dissatisfied
32293,51,101,4,4,4,4,3,2,3,4,4,4,5,4,4,2,0,2,satisfied
37473,44,972,4,4,4,4,5,4,5,5,5,5,5,1,5,3,0,0,satisfied
25294,23,321,4,3,4,5,1,4,1,1,4,3,5,5,3,1,0,0,neutral or dissatisfied
53982,14,1117,3,4,3,1,4,3,4,4,5,4,5,4,5,4,50,26,neutral or dissatisfied
81140,42,591,4,3,1,1,1,3,2,4,4,4,4,1,4,3,3,0,satisfied
44082,38,251,2,3,3,3,2,2,2,2,1,1,4,4,3,2,0,8,neutral or dissatisfied
83278,16,1979,2,5,2,3,2,5,3,5,3,1,3,3,2,3,301,304,neutral or dissatisfied
33037,31,101,4,4,4,5,4,4,4,4,5,3,4,5,5,4,0,0,satisfied
122386,20,529,4,4,4,1,2,4,2,2,5,5,4,5,4,2,0,0,neutral or dissatisfied
95401,15,192,1,5,1,2,5,1,2,5,5,2,4,5,5,5,5,2,neutral or dissatisfied
46178,27,627,0,0,0,3,2,0,2,2,2,2,3,1,1,2,83,69,satisfied
33137,12,101,5,4,5,5,3,5,3,3,5,5,5,4,4,3,0,0,satisfied
117306,85,325,1,1,1,1,4,4,4,5,5,4,5,4,5,4,0,0,satisfied
44446,12,420,3,4,3,4,2,3,2,2,4,2,5,5,4,2,0,0,neutral or dissatisfied
26650,24,270,3,4,4,4,3,3,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
52148,41,751,3,3,3,3,2,5,5,4,4,4,4,5,4,4,66,56,satisfied
1572,25,140,3,0,3,1,2,3,2,2,3,2,5,3,4,2,0,0,neutral or dissatisfied
97623,51,3712,4,4,4,4,3,5,4,4,4,4,4,5,4,4,16,0,satisfied
40031,19,525,2,2,5,3,3,5,3,3,4,1,3,2,4,3,0,0,neutral or dissatisfied
126540,40,644,5,5,5,5,2,5,5,3,3,3,3,4,3,4,0,0,satisfied
63907,60,792,3,3,3,3,4,5,3,3,3,4,3,3,3,3,0,0,satisfied
46853,35,844,3,3,3,3,3,3,3,3,1,3,3,5,4,3,10,1,satisfied
6818,30,224,0,4,0,3,1,0,1,1,3,1,5,5,4,1,3,4,satisfied
24058,17,427,1,4,5,3,3,5,3,3,2,4,3,3,4,3,11,6,neutral or dissatisfied
29547,43,909,5,1,3,1,1,3,4,5,5,5,5,4,5,5,0,0,satisfied
69106,47,1389,3,2,2,2,4,4,3,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
59464,20,758,2,2,2,3,3,2,3,3,5,3,5,3,4,3,9,0,neutral or dissatisfied
106760,27,829,2,4,1,2,4,1,4,4,3,4,5,3,4,4,0,0,neutral or dissatisfied
29715,15,2846,4,3,3,3,5,4,5,5,3,5,5,3,5,5,4,0,satisfied
122518,41,3226,5,4,5,5,2,4,5,5,5,5,5,3,5,3,0,0,satisfied
127888,38,1671,5,5,3,5,3,5,5,3,3,3,3,5,3,3,3,0,satisfied
107771,52,405,2,4,1,4,1,3,4,3,3,2,3,1,3,4,40,42,neutral or dissatisfied
78304,33,1598,2,5,2,4,1,2,1,1,5,3,5,3,4,1,0,2,neutral or dissatisfied
18921,26,448,2,4,2,1,2,2,2,2,3,2,5,4,5,2,1,0,neutral or dissatisfied
96144,55,3703,3,3,3,3,4,5,4,4,4,5,4,4,4,3,1,15,satisfied
28514,34,2640,3,3,2,3,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
20194,7,349,2,5,2,5,3,2,3,3,5,2,2,1,5,3,0,0,neutral or dissatisfied
6917,69,265,2,2,0,3,5,2,3,4,4,0,4,2,4,1,0,0,neutral or dissatisfied
68224,13,631,5,0,5,3,4,5,4,4,3,5,4,4,4,4,0,0,satisfied
42667,39,2926,2,2,2,2,3,1,5,4,4,4,4,1,4,5,50,58,satisfied
108110,45,2796,3,3,3,3,5,4,4,4,4,4,4,5,4,5,72,89,satisfied
46986,52,666,3,4,3,3,3,5,4,1,1,3,5,5,1,3,7,25,neutral or dissatisfied
52247,58,2395,3,2,2,2,3,3,4,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
14116,54,413,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,16,satisfied
72181,50,594,2,2,2,3,1,2,1,1,4,2,4,3,3,1,0,0,neutral or dissatisfied
85833,44,666,3,4,3,5,3,2,2,1,1,3,1,4,1,4,3,33,neutral or dissatisfied
13117,34,1660,3,3,3,3,1,5,5,4,4,4,4,1,4,4,0,0,satisfied
113676,42,386,2,5,2,5,4,2,3,2,2,2,2,5,2,4,0,1,neutral or dissatisfied
86668,57,746,2,4,2,2,4,2,4,4,5,2,4,3,5,4,0,0,neutral or dissatisfied
112842,44,3848,2,2,2,2,2,4,5,4,4,4,4,3,4,3,74,65,satisfied
13420,35,409,2,0,2,3,5,2,5,5,1,2,3,4,5,5,0,27,neutral or dissatisfied
119243,39,290,3,3,3,3,2,3,2,2,5,3,5,4,4,2,0,0,neutral or dissatisfied
93627,39,177,1,3,4,3,4,3,4,1,1,1,1,4,1,2,19,24,neutral or dissatisfied
33876,37,1105,5,5,3,5,5,5,5,5,5,2,5,1,2,5,4,1,satisfied
7657,35,3723,2,2,2,2,5,4,4,3,3,3,3,4,3,5,26,11,satisfied
48522,49,2860,2,2,2,2,4,2,4,4,4,4,4,2,4,4,0,0,satisfied
2858,36,3655,2,1,2,2,3,4,3,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
54846,41,1900,3,2,3,3,2,4,5,5,5,5,5,5,5,4,11,14,satisfied
7094,37,157,4,1,5,5,4,4,4,4,4,3,2,1,3,4,0,0,satisfied
75505,69,2585,2,5,2,5,3,4,4,3,3,2,3,5,3,5,0,0,neutral or dissatisfied
58407,62,733,1,5,5,5,1,3,4,1,1,2,1,1,1,1,0,0,neutral or dissatisfied
69765,63,1085,1,4,1,3,3,1,4,3,4,3,5,5,5,3,0,0,neutral or dissatisfied
102421,23,197,2,4,2,4,1,2,1,1,1,2,4,1,3,1,1,0,neutral or dissatisfied
95066,17,239,2,4,2,1,4,2,4,4,4,5,4,3,1,4,0,0,neutral or dissatisfied
20821,9,508,5,3,5,5,5,5,5,5,2,3,1,3,2,5,0,0,satisfied
74580,25,1431,4,5,4,3,5,4,5,5,3,2,4,5,4,5,0,0,neutral or dissatisfied
14188,23,620,4,5,4,4,3,4,3,3,2,1,4,5,3,3,0,0,satisfied
13458,21,409,3,4,3,1,3,3,3,3,1,1,4,2,3,3,71,83,neutral or dissatisfied
55597,45,404,5,5,5,5,3,4,5,4,4,4,4,5,4,4,0,0,satisfied
49388,36,158,3,0,3,1,5,3,1,5,3,4,1,4,1,5,0,17,neutral or dissatisfied
121117,52,2370,4,4,4,4,4,3,5,4,4,4,4,3,4,5,0,0,satisfied
28287,39,3887,4,4,4,4,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
100760,37,1411,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,0,satisfied
5330,31,812,3,1,3,4,5,3,2,5,2,5,3,2,3,5,0,0,neutral or dissatisfied
70494,42,867,4,2,2,2,5,1,3,5,5,4,5,1,5,5,0,0,satisfied
44300,36,1428,2,2,2,1,3,2,3,3,3,3,5,4,5,3,5,19,neutral or dissatisfied
3692,37,2327,1,2,2,2,5,4,4,1,1,1,1,3,1,1,53,62,neutral or dissatisfied
124747,25,280,4,0,4,2,4,4,5,4,5,3,4,3,5,4,0,0,satisfied
119389,50,2994,2,5,2,2,5,5,5,4,4,4,4,3,4,5,8,15,satisfied
7702,57,604,4,4,4,3,3,4,3,3,3,2,4,3,5,3,0,0,neutral or dissatisfied
63419,24,337,3,5,5,4,5,5,5,5,3,5,4,5,5,5,0,0,neutral or dissatisfied
53663,51,1208,3,3,3,3,3,3,1,3,3,3,2,3,3,3,0,0,neutral or dissatisfied
39261,29,67,4,3,4,2,2,4,2,2,3,4,4,1,5,2,0,0,neutral or dissatisfied
12292,38,383,5,4,4,4,5,5,5,5,4,4,5,5,2,5,40,36,satisfied
127681,55,1773,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
42693,9,516,2,4,2,4,2,2,2,2,5,3,4,3,4,2,0,12,neutral or dissatisfied
10632,50,140,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,0,satisfied
1591,61,140,4,0,4,5,2,4,2,2,3,5,5,4,5,2,33,25,neutral or dissatisfied
79306,34,2248,3,1,3,3,5,5,5,4,5,3,5,5,3,5,5,4,satisfied
112402,22,850,3,2,2,4,3,2,3,3,4,2,4,5,4,3,124,126,neutral or dissatisfied
52481,33,451,5,4,5,4,4,5,4,4,4,3,4,4,3,4,0,0,satisfied
100676,42,889,3,3,3,3,2,5,5,5,5,4,5,5,5,3,28,28,satisfied
3394,20,296,5,0,5,3,1,5,1,1,4,2,5,4,4,1,0,0,satisfied
49134,21,156,3,0,3,3,3,3,2,3,4,5,3,5,1,3,0,0,neutral or dissatisfied
68466,51,3906,1,1,1,1,2,5,4,3,3,4,3,4,3,5,0,0,satisfied
40170,31,1533,4,4,4,4,5,5,5,5,5,5,1,2,3,5,0,0,satisfied
118657,45,3951,3,5,5,5,5,3,2,3,3,3,3,1,3,3,17,24,neutral or dissatisfied
28848,46,987,2,5,5,5,3,2,3,3,3,5,4,5,3,3,0,0,satisfied
75592,44,337,4,1,1,1,2,1,1,4,4,4,4,5,4,3,22,22,satisfied
119980,14,868,2,4,2,3,4,2,4,4,1,2,4,3,4,4,0,11,neutral or dissatisfied
20284,18,179,2,1,0,2,2,0,2,2,3,1,3,4,3,2,0,19,neutral or dissatisfied
47507,53,558,3,2,3,4,4,3,3,2,2,3,2,1,2,2,0,0,neutral or dissatisfied
62206,42,2454,2,4,2,3,4,4,4,4,4,2,4,5,4,5,31,35,neutral or dissatisfied
101920,9,2039,2,2,2,2,2,2,3,2,4,1,3,3,3,2,7,0,neutral or dissatisfied
14921,53,296,4,5,5,5,4,4,4,4,4,4,4,3,4,4,13,11,satisfied
67398,30,769,1,1,1,3,4,1,4,4,1,3,4,3,3,4,48,34,neutral or dissatisfied
103726,34,405,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0,neutral or dissatisfied
125772,39,2629,3,3,3,3,5,4,4,4,4,5,4,3,4,3,0,17,satisfied
65187,18,282,4,4,4,3,1,4,1,1,4,5,4,4,4,1,0,0,neutral or dissatisfied
18615,7,201,2,4,2,2,2,2,2,2,1,1,2,5,2,2,0,0,neutral or dissatisfied
117089,60,646,1,3,3,3,1,1,1,1,1,2,4,3,4,1,42,39,neutral or dissatisfied
86030,19,432,4,5,4,1,2,4,2,2,4,5,4,2,5,2,0,0,neutral or dissatisfied
68919,29,936,5,5,5,3,2,5,2,2,2,1,1,4,4,2,0,0,satisfied
112263,50,1447,4,4,4,4,2,5,5,4,4,4,4,3,4,5,43,37,satisfied
116926,59,2597,2,1,1,1,4,2,2,2,2,2,2,2,2,2,30,24,neutral or dissatisfied
73983,49,2585,2,4,4,4,2,2,2,3,2,2,3,2,3,2,0,0,neutral or dissatisfied
39012,38,391,4,4,4,4,4,4,4,4,5,3,2,4,1,4,0,0,satisfied
70682,49,447,2,5,1,1,4,1,4,5,5,1,5,4,5,4,0,0,neutral or dissatisfied
23972,35,596,1,4,4,4,1,1,1,1,4,1,4,4,4,1,0,0,neutral or dissatisfied
120617,27,280,5,5,5,2,4,5,4,4,3,2,4,5,4,4,36,35,satisfied
8929,51,984,2,1,1,1,2,2,2,2,2,5,2,3,3,2,7,0,neutral or dissatisfied
53146,21,413,3,5,5,2,1,5,1,1,4,4,5,5,4,1,86,68,neutral or dissatisfied
120296,23,268,2,0,2,1,4,2,5,4,4,3,5,4,4,4,0,11,neutral or dissatisfied
104154,58,349,1,1,1,4,4,1,2,4,2,2,3,2,3,4,0,0,neutral or dissatisfied
38199,41,1010,5,5,5,5,2,2,3,4,4,5,4,4,4,1,0,0,satisfied
29234,41,873,4,5,3,5,4,4,4,4,4,2,4,4,4,4,0,0,satisfied
33492,50,2496,3,5,3,4,1,3,3,1,5,3,3,3,5,1,4,0,neutral or dissatisfied
11942,9,781,1,3,3,3,1,1,2,1,1,2,4,4,3,1,0,5,neutral or dissatisfied
48360,23,674,3,3,3,3,1,3,2,1,2,5,4,2,3,1,0,2,neutral or dissatisfied
74251,67,1709,2,4,4,4,1,2,4,2,2,2,2,1,2,3,0,0,neutral or dissatisfied
128936,41,2273,3,3,1,3,3,5,5,5,5,4,5,3,5,4,0,0,satisfied
12200,47,201,0,5,0,5,3,5,5,5,5,5,5,3,5,4,8,5,satisfied
16161,36,3801,4,4,4,4,3,3,1,5,5,5,5,1,5,2,0,0,satisfied
28036,45,2537,3,3,3,3,1,4,5,4,4,4,4,4,4,3,0,0,satisfied
108580,25,696,4,0,4,3,5,4,5,5,4,4,4,4,5,5,14,19,neutral or dissatisfied
58815,67,1012,2,1,1,2,2,1,2,4,4,1,4,1,4,3,0,0,neutral or dissatisfied
96924,49,3225,3,3,2,3,4,5,4,5,5,5,5,5,5,5,1,0,satisfied
118599,40,370,1,1,1,2,4,1,5,4,3,2,4,5,4,4,6,0,neutral or dissatisfied
18126,80,120,3,4,4,4,2,3,3,3,3,3,3,2,3,1,76,64,neutral or dissatisfied
7682,57,204,4,2,2,2,4,4,4,4,5,2,2,2,3,4,0,0,satisfied
81795,28,950,2,2,2,4,3,2,3,3,2,2,3,1,3,3,0,0,neutral or dissatisfied
100694,70,677,1,1,1,3,4,1,4,4,4,5,4,2,4,4,0,0,neutral or dissatisfied
37496,41,1028,1,3,3,3,1,1,1,1,3,2,2,4,2,1,0,0,neutral or dissatisfied
69834,36,945,1,1,1,3,1,1,1,1,2,5,5,1,1,1,0,0,neutral or dissatisfied
56283,49,2227,3,3,3,3,5,5,4,4,4,4,4,3,4,5,21,16,satisfied
120260,39,237,4,4,4,2,3,4,3,3,4,4,5,4,5,3,0,0,satisfied
38693,28,2342,5,5,4,5,5,5,5,5,1,1,3,5,4,5,21,9,satisfied
61101,24,1506,3,2,3,3,5,3,5,5,2,5,3,2,3,5,0,1,neutral or dissatisfied
46561,43,125,0,4,0,1,1,1,1,3,5,3,2,1,4,1,142,148,satisfied
104668,30,641,3,5,2,3,5,2,2,5,3,3,2,2,3,5,27,14,neutral or dissatisfied
94085,24,189,2,0,3,2,3,3,3,3,4,3,4,4,5,3,1,0,neutral or dissatisfied
20251,67,2895,4,5,5,5,4,4,3,2,2,2,4,4,2,3,20,14,neutral or dissatisfied
17185,48,643,3,5,3,1,3,4,5,2,2,3,2,4,2,5,9,20,neutral or dissatisfied
110133,51,1523,2,2,2,2,4,5,5,5,5,5,5,5,5,3,2,5,satisfied
94226,57,1761,1,1,1,1,4,5,4,5,5,5,4,5,5,5,0,0,satisfied
120546,37,2176,3,3,3,3,3,5,4,4,4,4,4,3,4,3,118,112,satisfied
95372,55,528,2,4,2,2,1,2,1,1,3,4,4,3,4,1,30,17,neutral or dissatisfied
17147,24,926,4,4,4,4,2,2,2,2,3,4,2,5,2,2,0,0,satisfied
31115,27,991,4,3,3,3,4,4,4,4,5,3,4,4,5,4,0,0,satisfied
120934,29,992,3,3,3,3,5,3,5,5,4,5,5,5,5,5,0,0,neutral or dissatisfied
79536,52,712,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,17,satisfied
116302,69,358,1,3,4,3,1,2,2,4,4,4,1,1,4,1,13,15,neutral or dissatisfied
66125,34,583,2,0,3,1,4,3,4,4,4,2,3,3,3,4,0,0,neutral or dissatisfied
122403,10,529,1,4,1,3,1,1,1,1,4,2,5,5,5,1,8,7,neutral or dissatisfied
45819,65,517,3,5,3,2,3,5,4,1,1,3,1,3,1,5,0,0,neutral or dissatisfied
68624,37,237,2,1,1,2,4,1,4,4,5,5,5,5,5,4,0,0,neutral or dissatisfied
21687,24,746,4,3,3,3,5,3,5,5,3,3,4,2,3,5,71,48,neutral or dissatisfied
88026,55,3627,3,3,3,3,3,5,5,3,3,4,3,4,3,4,5,0,satisfied
40211,33,3133,2,2,5,2,4,4,4,4,2,2,1,2,2,4,0,12,satisfied
29936,33,234,1,3,4,3,1,1,1,1,4,4,4,3,4,1,30,28,neutral or dissatisfied
74192,52,721,4,5,4,2,2,5,4,4,4,4,4,4,4,3,0,0,neutral or dissatisfied
101568,26,345,2,3,2,4,3,2,3,3,3,5,4,3,4,3,32,14,neutral or dissatisfied
109595,53,2456,5,5,5,5,3,4,4,5,5,5,5,5,5,4,75,85,satisfied
64905,33,2566,4,4,5,5,4,4,4,4,1,4,3,1,4,4,0,0,neutral or dissatisfied
87057,47,1792,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0,satisfied
1482,14,737,4,3,4,1,1,4,1,1,2,3,1,1,5,1,0,3,neutral or dissatisfied
28735,28,2033,2,2,2,2,5,5,5,5,3,5,5,5,4,5,0,5,satisfied
60228,35,991,3,3,3,4,1,3,1,1,2,4,3,4,4,1,0,8,neutral or dissatisfied
19206,26,459,3,5,3,3,3,3,3,3,4,3,3,2,5,3,0,13,neutral or dissatisfied
90770,43,3432,1,1,1,1,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
78971,49,2751,1,1,1,1,4,4,4,3,3,4,3,4,3,5,0,0,satisfied
49325,39,89,3,3,2,3,3,1,3,5,5,5,3,4,5,2,5,7,satisfied
7693,24,604,3,5,4,4,4,4,3,4,4,3,5,5,5,4,0,0,neutral or dissatisfied
99640,61,1670,3,0,4,2,2,4,1,4,4,4,3,5,4,1,0,0,neutral or dissatisfied
58601,31,334,4,5,4,2,4,4,4,4,5,5,5,4,4,4,0,0,neutral or dissatisfied
52787,39,1874,3,1,1,1,3,3,3,3,2,5,3,3,2,3,0,0,neutral or dissatisfied
48535,63,453,4,0,4,1,1,4,1,1,4,1,5,2,3,1,105,100,neutral or dissatisfied
78832,44,447,3,5,3,4,5,5,5,3,3,3,3,5,3,4,14,23,neutral or dissatisfied
42093,24,964,4,3,3,3,4,4,5,4,3,3,1,1,2,4,0,0,satisfied
59098,66,1846,3,2,4,3,4,4,4,4,1,1,3,1,3,4,7,7,neutral or dissatisfied
618,27,140,0,0,0,4,5,0,5,5,4,5,5,5,5,5,0,0,satisfied
66852,45,731,1,5,1,4,4,1,4,4,1,4,2,3,1,4,0,0,neutral or dissatisfied
119968,46,868,1,5,1,5,1,4,4,5,5,1,5,1,5,1,1,15,neutral or dissatisfied
85797,38,3434,2,3,2,2,5,3,3,3,3,3,2,2,3,3,25,39,neutral or dissatisfied
33900,61,1226,1,3,1,3,3,5,2,1,1,1,1,5,1,1,0,0,neutral or dissatisfied
102700,53,2511,1,1,1,1,3,5,4,5,5,5,5,4,5,5,2,0,satisfied
67542,19,1313,2,5,2,1,4,2,4,4,4,5,5,5,5,4,0,0,neutral or dissatisfied
65713,68,1061,3,4,4,4,5,3,2,3,3,3,3,3,3,3,23,10,neutral or dissatisfied
82978,58,3591,5,5,5,5,3,4,4,5,5,5,5,4,5,5,0,0,satisfied
112174,41,895,1,4,1,5,3,1,3,3,4,3,5,4,4,3,50,49,neutral or dissatisfied
7564,38,606,1,5,1,2,4,1,4,4,5,2,4,3,4,4,87,109,neutral or dissatisfied
77653,50,3421,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0,satisfied
12683,22,689,5,5,5,5,4,4,4,4,5,5,4,4,5,4,10,0,satisfied
108928,66,1075,0,5,0,4,5,0,5,5,4,5,4,2,2,5,5,5,satisfied
105386,33,3360,2,2,5,2,4,4,4,4,2,5,2,5,5,4,0,0,satisfied
6345,51,3471,0,0,0,2,5,5,5,4,4,4,4,3,4,5,67,82,satisfied
65106,56,469,3,4,3,2,3,5,5,5,5,3,5,5,5,3,0,0,neutral or dissatisfied
38075,35,1121,5,4,4,4,5,5,5,5,3,2,4,4,1,5,9,4,satisfied
19247,13,782,3,4,3,1,5,3,5,5,5,4,4,5,4,5,79,79,neutral or dissatisfied
5551,50,431,4,5,4,3,2,4,4,2,2,4,2,4,2,5,0,15,neutral or dissatisfied
82268,22,1203,3,3,3,3,5,3,5,5,4,2,4,4,3,5,0,0,neutral or dissatisfied
89325,46,1541,2,2,2,2,3,4,5,5,5,5,5,4,5,3,7,12,satisfied
87770,32,2397,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,satisfied
78491,28,666,2,5,5,5,2,2,2,2,2,4,3,1,2,2,0,9,neutral or dissatisfied
80619,36,236,2,4,2,4,3,2,3,3,3,3,5,4,4,3,0,2,neutral or dissatisfied
91514,15,1620,1,1,1,1,4,4,4,4,4,2,1,3,2,4,9,0,satisfied
68983,8,700,3,3,3,3,5,3,5,5,2,2,3,1,3,5,0,0,neutral or dissatisfied
437,46,134,3,4,3,2,4,5,5,5,5,3,5,3,5,5,0,0,neutral or dissatisfied
95891,59,580,1,5,2,4,2,2,2,2,4,4,5,3,4,2,10,0,neutral or dissatisfied
46598,55,3122,3,1,1,1,5,4,4,3,3,3,3,3,3,4,3,0,neutral or dissatisfied
45780,25,3036,3,1,1,1,3,3,3,3,2,1,2,1,3,3,6,7,neutral or dissatisfied
100049,50,281,3,5,3,1,4,3,1,2,2,3,2,1,2,3,14,10,neutral or dissatisfied
94971,55,2988,4,5,5,5,4,3,3,2,2,2,4,2,2,1,3,0,neutral or dissatisfied
20332,54,265,4,4,4,4,4,5,2,4,4,4,4,5,4,1,0,0,satisfied
108453,17,1444,3,3,3,1,1,3,1,1,5,2,4,3,1,1,21,5,neutral or dissatisfied
107349,25,1910,2,2,2,2,2,2,2,2,4,3,4,4,4,2,0,0,neutral or dissatisfied
9275,51,2846,1,1,1,1,3,4,4,2,2,3,2,4,2,5,11,0,satisfied
65211,33,190,1,1,1,1,5,5,5,5,3,2,4,4,5,5,5,2,satisfied
97629,22,2871,4,3,4,4,4,4,4,4,5,3,5,4,4,4,0,0,satisfied
49667,35,89,3,4,4,4,3,3,3,3,1,4,3,1,4,3,46,55,neutral or dissatisfied
95288,61,319,1,4,1,4,5,3,3,3,3,1,3,1,3,2,0,0,neutral or dissatisfied
49625,50,209,5,1,1,1,5,5,5,5,4,5,3,2,1,5,15,16,satisfied
28919,31,1050,3,4,4,4,3,3,3,3,1,1,4,4,3,3,0,2,neutral or dissatisfied
43001,24,236,5,5,5,4,1,5,1,1,3,2,2,4,1,1,0,0,satisfied
55563,34,550,2,0,2,5,2,2,2,2,5,3,5,5,5,2,0,0,neutral or dissatisfied
124862,41,2254,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0,satisfied
117371,46,2394,2,2,3,2,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
94349,37,239,1,1,4,1,3,4,5,4,4,4,4,4,4,5,3,12,satisfied
38954,62,320,3,3,3,3,1,3,1,1,4,5,3,3,3,1,0,0,neutral or dissatisfied
12531,45,788,2,2,2,4,2,2,1,2,4,4,5,1,1,2,0,0,neutral or dissatisfied
43780,19,386,2,5,2,4,4,2,4,4,5,3,5,5,5,4,0,0,neutral or dissatisfied
116094,32,308,2,2,2,2,3,2,3,3,4,1,3,3,3,3,97,89,neutral or dissatisfied
27507,33,978,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0,satisfied
41602,36,1504,4,5,4,5,1,4,1,1,3,5,3,3,5,1,3,8,neutral or dissatisfied
87971,44,442,5,5,5,1,4,5,5,4,3,3,4,5,4,4,0,0,satisfied
63083,25,967,4,4,4,2,4,4,3,4,5,3,4,3,4,4,0,0,neutral or dissatisfied
51674,12,651,1,0,1,3,4,1,4,4,5,5,1,4,3,4,0,0,neutral or dissatisfied
84417,8,606,1,4,1,2,3,1,3,3,3,2,5,5,4,3,0,0,neutral or dissatisfied
50771,18,308,4,4,4,2,5,4,5,5,5,3,4,3,4,5,0,0,satisfied
22502,8,83,2,4,2,1,1,2,1,1,5,3,5,4,4,1,0,0,neutral or dissatisfied
22569,38,646,4,4,4,4,4,2,5,5,5,5,5,1,5,3,5,2,satisfied
113650,62,258,4,5,0,5,4,4,2,4,4,0,4,5,4,5,0,0,neutral or dissatisfied
86644,24,346,1,0,2,3,3,2,3,3,4,3,4,5,4,3,0,4,neutral or dissatisfied
18628,50,253,1,2,1,3,5,1,5,5,3,4,4,1,3,5,0,4,neutral or dissatisfied
106178,16,444,2,5,3,4,5,3,5,5,4,2,5,5,4,5,50,55,neutral or dissatisfied
77392,17,584,3,4,3,4,2,3,2,2,5,5,4,3,5,2,0,0,neutral or dissatisfied
125077,41,361,1,1,1,1,4,5,4,4,4,4,4,3,4,3,0,0,satisfied
27352,35,3870,2,1,1,1,3,3,3,2,2,2,2,1,2,3,9,0,neutral or dissatisfied
